price_mean,distance_max,distance_mean,distance_min,surge_max,surge_mean,surge_min,type
-0.31131328966300226,-0.48446405279617644,-0.751569673176207,0.05272472363248398,0.9290581551231992,0.7482490593249973,-0.01870288551673442,-1.7139077524271478
-0.2280798226660529,-0.8082229980771964,-0.8117853866109469,0.15283962778547266,2.486606954491706,1.7803793307154765,-0.01870288551673442,-1.7139077524271478
-0.6529431915161531,-1.9683592186675187,-1.3208818729228384,0.7335060718728061,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.1548976155913947,-0.43949753261825675,-0.4325756871293615,0.7535290527034039,1.7078325548074527,2.0970556639830047,-0.01870288551673442,-1.7139077524271478
-0.07993667431700488,-0.5024506608673442,-0.10151367586935603,0.11279366612427719,0.9290581551231992,1.3933304789440435,-0.01870288551673442,-1.7139077524271478
-0.4759167878286113,-0.5384238770096794,-0.7597809068263983,0.03270174280188625,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.34547627984831747,-0.5024506608673442,-0.5709225328719869,0.11279366612427719,0.15028375543894582,-0.058102715198815526,-0.01870288551673442,-1.7139077524271478
0.061373875994980225,-0.5024506608673442,-0.06547548373795962,0.09277068529367946,2.486606954491706,4.6187375770392896,-0.01870288551673442,-1.7139077524271478
-0.3175247424239688,-0.4934573568317601,-0.24794734263111007,0.05272472363248398,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.5131855043944097,-0.48446405279617644,-0.9333116446337852,0.11279366612427719,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.4665996086871619,-0.9880890787888741,-0.9468145621918782,0.09277068529367946,0.15028375543894582,0.10316763970594602,-0.01870288551673442,-1.7139077524271478
-0.42933089212136355,-0.5204372689385116,-0.6293135277177957,0.11279366612427719,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.4330577637779432,-0.511443964902928,-1.0515534091965475,0.09277068529367946,2.486606954491706,2.167428182486904,-0.01870288551673442,-1.7139077524271478
-0.3654416637228521,-0.9970823828244583,-0.7672101182241914,0.6734371293810133,0.15028375543894582,0.2874766167399644,-0.01870288551673442,-1.7139077524271478
-0.4053724314719219,-0.5024506608673442,-0.7578258511954007,0.09277068529367946,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.13118115959497736,-0.48446405279617644,0.02758516429754813,0.09277068529367946,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.22124722462899,-0.4574841406894245,-0.25798329487023275,0.09277068529367946,0.15028375543894582,-0.21937307010357707,-0.01870288551673442,-1.7139077524271478
-0.39848781634277186,-0.8262096061483643,-0.8083876347556953,0.09277068529367946,2.486606954491706,0.859469993742073,-0.01870288551673442,-1.7139077524271478
-0.23488541438676389,0.6037257355094751,-0.3412459974390862,0.11279366612427719,0.9290581551231992,-0.037067451515581724,-0.01870288551673442,-1.7139077524271478
-0.3175247424239688,-0.2956046680489143,-0.36312357996446604,0.012678761971288515,0.15028375543894582,-0.07745515778738485,-0.01870288551673442,-1.7139077524271478
-0.3691275807458431,-0.9701024707177063,-0.617242312437172,0.07274770446308172,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.4213447385715497,-0.511443964902928,-0.7238078832160351,0.09277068529367946,0.9290581551231992,0.2874766167399644,-0.01870288551673442,-1.7139077524271478
-0.31545425817031325,-0.3495644922624177,-0.7339307268165355,0.09277068529367946,0.9290581551231992,0.7482490593249973,-0.01870288551673442,-1.7139077524271478
-0.22721977536068852,-0.7902363900060287,-0.34563996862313584,0.6133681868892201,1.7078325548074527,0.7978707069880009,-0.01870288551673442,-1.7139077524271478
-0.41136204663428216,-0.4664774447250086,-1.0815830636886776,0.03270174280188625,2.486606954491706,1.7389098108828234,-0.01870288551673442,-1.7139077524271478
-0.21503577186802345,-0.48446405279617644,-0.6904416004470018,0.07274770446308172,2.486606954491706,1.7158711887535718,-0.01870288551673442,-1.7139077524271478
-0.3299476479459015,-0.4125176205115052,-0.5362528796822894,0.13281664695487494,1.7078325548074527,0.10316763970594602,-0.01870288551673442,-1.7139077524271478
-0.2745223771557402,-0.835202910183948,-0.9267426577136317,0.05272472363248398,2.486606954491706,2.137655193889102,-0.01870288551673442,-1.7139077524271478
-0.19174282401439965,-0.5204372689385116,-0.4648607648903427,0.09277068529367946,2.486606954491706,1.9980943098369033,-0.01870288551673442,-1.7139077524271478
-0.22584369967210505,-0.4934573568317601,-0.45443249815459974,0.07274770446308172,2.486606954491706,1.0836913975269034,-0.01870288551673442,-1.7139077524271478
-0.4205040908294641,-0.48446405279617644,-0.5637196963367311,0.09277068529367946,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.2616216675752714,-0.4934573568317601,-0.8835576511089202,-0.00734421885930922,2.486606954491706,2.683493318182141,-0.01870288551673442,-1.7139077524271478
-0.36895557128477047,-0.3495644922624177,-0.6199709685424664,0.09277068529367946,0.15028375543894582,-0.07745515778738485,-0.01870288551673442,-1.7139077524271478
-0.26960782112508547,-0.511443964902928,-0.6968281155082615,0.05272472363248398,2.486606954491706,1.6697939444950634,-0.01870288551673442,-1.7139077524271478
-0.02682875321074221,-0.4754707487605923,-0.22386105725721386,0.09277068529367946,2.486606954491706,2.709296574966902,-0.01870288551673442,-1.7139077524271478
-0.24298730929237214,-0.511443964902928,-0.4800515471431975,0.05272472363248398,1.7078325548074527,1.006281627172621,-0.01870288551673442,-1.7139077524271478
-0.3654416637228521,0.6307056476162262,-0.5216551309708365,0.09277068529367946,0.15028375543894582,-0.2654503143620752,-0.01870288551673442,-1.7139077524271478
-0.3767162334402366,-0.5024506608673442,-0.7518916823389598,0.09277068529367946,1.7078325548074527,0.4826272983053901,-0.01870288551673442,-1.7139077524271478
-0.38390964380679693,-0.7362765657925253,-0.8394983001803438,0.03270174280188625,0.9290581551231992,0.5466611156940442,-0.01870288551673442,-1.7139077524271478
-0.19523676619244326,-0.4664774447250086,-0.6260062252753572,0.09277068529367946,1.7078325548074527,2.7238109069083327,-0.01870288551673442,-1.7139077524271478
-0.3374901262985034,-0.8262096061483643,-0.4516641393811061,0.15283962778547266,0.15028375543894582,-0.12721858158657048,-0.01870288551673442,-1.7139077524271478
-0.3440051462996675,-0.5024506608673442,-0.833393896216715,0.09277068529367946,2.486606954491706,1.9026052839064544,-0.01870288551673442,-1.7139077524271478
-0.20866085982387395,-0.511443964902928,-0.23354166956059846,0.05272472363248398,0.15028375543894582,0.37478086901923213,-0.01870288551673442,-1.7139077524271478
-0.01005783075613315,-0.8441962142195321,-0.5654483771051927,0.09277068529367946,0.9290581551231992,3.812385802515477,-0.01870288551673442,-1.7139077524271478
-0.3175247424239688,-1.1769484635361362,0.12429524951091801,2.495528384965405,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.48523396697006094,-1.1319819433582166,-0.549025909804809,0.7535290527034039,-0.6284906442453077,-0.5419137799131002,-0.01870288551673442,-1.7139077524271478
-0.49813467655052973,-0.4754707487605923,-0.8736854556662386,0.09277068529367946,0.15028375543894582,-0.0953189509460682,-0.01870288551673442,-1.7139077524271478
-0.35595810638244824,-0.5204372689385116,-0.7666236015348915,0.07274770446308172,0.15028375543894582,0.0023736678904719842,-0.01870288551673442,-1.7139077524271478
-0.21145224142900448,-0.5024506608673442,-0.2942671221962944,0.09277068529367946,0.9290581551231992,0.20241093503195828,-0.01870288551673442,-1.7139077524271478
-0.15841599093152234,-0.42151092454708894,-0.6911434152888981,0.09277068529367946,2.486606954491706,2.360952608372618,-0.01870288551673442,-1.7139077524271478
-0.3604271021915739,-0.511443964902928,-0.9171947116087572,0.03270174280188625,1.7078325548074527,1.0782907158742752,-0.01870288551673442,-1.7139077524271478
-0.323975097214203,-0.511443964902928,-0.49028400753805196,0.13281664695487494,1.7078325548074527,0.12797846353744263,-0.01870288551673442,-1.7139077524271478
-0.20866085982387395,-0.4934573568317601,-0.6311382463067274,0.09277068529367946,2.486606954491706,2.208170166883897,-0.01870288551673442,-1.7139077524271478
-0.21728474614354573,0.6666788637585618,-0.41368212757061384,0.09277068529367946,2.486606954491706,1.8604584034957696,-0.01870288551673442,-1.7139077524271478
-0.10828751941884443,-0.3675511003335855,-0.4767670536831215,-0.00734421885930922,2.486606954491706,3.1074039653603767,-0.01870288551673442,-1.7139077524271478
